Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1222,2025-06-15,2025-06-19,CUST890,Sharon Davis,Corporate,PROD1695,Pen,Office Supplies,West,Maine,East Ryan,3,3149,10,8502.3,5529.55,2972.75,UPI,Cancelled,"Roberts, Campbell and Brown",steven21@davis.com,9,Yes,49
ORD1223,2026-01-05,2026-01-10,CUST150,Mr. James Ramirez,Consumer,PROD5110,Mouse,Electronics,South,Arizona,Thompsonview,1,1562,20,1249.6,810.53,439.07,UPI,Cancelled,Bailey-Ortiz,pughjane@mcdonald.com,40,No,0
ORD1224,2025-02-17,2025-02-18,CUST271,Andrew Perez,Hone Office,PROD7179,Sofa,Furniture,East,Utah,Port Sean,4,4161,20,13315.2,11636.64,1678.56,Net Banking,Returned,"Keith, Matthews and Soto",shannon20@moreno.info,43,No,0
ORD1225,2024-05-30,2024-05-31,CUST856,Vincent Tyler DDS,Corporate,PROD6960,Rice Bag,Grocery,East,Washington,Nicholsonside,7,4858,5,32305.7,25221.37,7084.33,Net Banking,Pending,Wilson Group,pennywilliams@wright.biz,2,Yes,50
ORD1226,2025-08-11,2025-08-12,CUST396,Lisa Ruiz,Consumer,PROD6588,Bookshelf,Furniture,East,South Carolina,New Geoffrey,3,1599,15,4077.45,2861.09,1216.36,Net Banking,Delivered,Hawkins LLC,anthony40@holmes-campos.org,24,No,0
ORD1227,2024-04-05,2024-04-08,CUST783,Mr. David Cooper MD,Hone Office,PROD2682,Keyboard,Electronics,North,Illinois,Brianaborough,2,2702,20,4323.2,3431.51,891.69,Net Banking,Pending,Brady Ltd,aanderson@johnston-webb.com,20,No,0
ORD1228,2024-08-11,2024-08-16,CUST425,Lisa Beck,Hone Office,PROD4997,Laptop,Electronics,West,Wisconsin,South Ronaldland,4,1840,5,6992.0,4754.16,2237.84,Cash,Delivered,Clark and Sons,tracey45@quinn.com,19,No,0
ORD1229,2025-02-23,2025-02-24,CUST329,Ashley Sullivan,Hone Office,PROD2117,Sofa,Furniture,North,Florida,Port Michelle,3,3031,0,9093.0,6947.56,2145.44,Cash,Delivered,"White, Crawford and Lee",bryanbriggs@anderson-mitchell.info,16,No,0
ORD1230,2024-09-01,2024-09-05,CUST506,Kimberly Taylor,Consumer,PROD6026,Study Table,Furniture,South,Virginia,Petersshire,8,224,15,1523.2,1077.16,446.04,UPI,Cancelled,Porter and Sons,xlong@sexton.info,10,No,0
ORD1231,2024-08-03,2024-08-04,CUST226,Christopher Hunt,Corporate,PROD7929,Pen,Office Supplies,South,Oklahoma,Nguyenville,2,1986,20,3177.6,2788.43,389.17,Net Banking,Pending,"Nash, Spence and Shannon",cameron08@mendoza-montes.com,33,No,0
ORD1232,2025-08-18,2025-08-20,CUST596,Micheal Fletcher,Consumer,PROD9563,Office Chair,Furniture,West,Maryland,New Michelleland,4,612,15,2080.8,1658.74,422.06,UPI,Cancelled,Jackson PLC,blake53@moore.com,23,No,0
ORD1233,2024-08-14,2024-08-21,CUST613,Erin Davis,Consumer,PROD5943,Pen,Office Supplies,South,California,Martinezshire,5,4411,20,17644.0,13345.01,4298.99,Net Banking,Delivered,Carr and Sons,john19@hunt-morrison.net,0,Yes,25
ORD1234,2025-06-25,2025-06-29,CUST112,Christine Kramer,Corporate,PROD3950,Juice Pack,Grocery,North,Oklahoma,Luisshire,10,1656,10,14904.0,9459.35,5444.65,Credit Card,Cancelled,Christensen-Jordan,jamesjuarez@kennedy-gonzalez.info,18,No,0
ORD1235,2024-02-19,2024-02-25,CUST404,Shannon Lopez,Corporate,PROD6353,Office Chair,Furniture,West,Alabama,South Michaelville,2,3033,0,6066.0,4372.97,1693.03,Net Banking,Delivered,Nicholson LLC,logancharles@henry.com,47,No,0
ORD1236,2025-08-04,2025-08-08,CUST845,Leonard Brown,Corporate,PROD4094,Juice Pack,Grocery,South,Texas,Onealtown,4,4298,10,15472.8,9536.5,5936.3,Credit Card,Cancelled,Thompson-Fox,chad23@bright.com,20,No,0
ORD1237,2025-07-22,2025-07-24,CUST110,Carrie Gray,Consumer,PROD4267,Mouse,Electronics,East,Rhode Island,Brandonland,4,4051,20,12963.2,10601.63,2361.57,Credit Card,Cancelled,"Buck, Jacobs and Davis",nguyenjacqueline@rodriguez-garrison.com,18,No,0
ORD1238,2024-09-22,2024-09-29,CUST313,Robert Bray,Consumer,PROD2006,Keyboard,Electronics,West,Maryland,Port Richardfurt,1,2956,0,2956.0,2140.7,815.3,Cash,Delivered,Johnson-Rivera,charlesunderwood@gray.net,42,No,0
ORD1239,2025-09-28,2025-09-30,CUST525,Samantha Munoz,Consumer,PROD5156,Keyboard,Electronics,North,Delaware,East Sarah,10,2899,10,26091.0,17181.17,8909.83,Cash,Cancelled,"Pierce, Willis and Edwards",duranjeremy@peterson.com,21,No,0
ORD1240,2024-08-26,2024-08-31,CUST257,Samantha Owens,Hone Office,PROD1948,Juice Pack,Grocery,West,Georgia,Johnsonborough,2,1843,10,3317.4,2164.94,1152.46,Net Banking,Pending,"Torres, Rollins and Cruz",kimberlymoore@smith.com,41,No,0
ORD1241,2024-08-23,2024-08-28,CUST407,Nicholas Flores,Corporate,PROD6559,Cooking Oil,Grocery,East,New York,South John,7,890,0,6230.0,4190.24,2039.76,UPI,Returned,"Rodriguez, Villegas and Thomas",edavis@kelley.com,26,No,0
ORD1242,2024-08-21,2024-08-26,CUST256,Dana Stokes,Hone Office,PROD4393,Laptop,Electronics,North,Iowa,East Ronaldstad,1,4689,10,4220.1,3360.96,859.14,UPI,Cancelled,Cole-Walker,vhowell@maxwell.info,22,No,0
ORD1243,2024-02-21,2024-02-22,CUST971,Stacy Ray,Consumer,PROD9280,Sofa,Furniture,West,North Dakota,West Kayla,7,2752,5,18300.8,15715.5,2585.3,Cash,Pending,Faulkner-Harvey,phorne@thomas-knox.com,39,No,0
ORD1244,2025-01-31,2025-02-05,CUST614,Gene Castillo,Corporate,PROD3452,Juice Pack,Grocery,South,Vermont,Lake Kimberlystad,6,832,15,4243.2,3593.93,649.27,Cash,Cancelled,Terry Ltd,erica45@davis.info,17,No,0
ORD1245,2026-01-10,2026-01-14,CUST593,Jean Smith,Hone Office,PROD5660,Study Table,Furniture,West,Alabama,West Evelyn,9,864,15,6609.6,5579.63,1029.97,Cash,Delivered,Turner-Kerr,jenniferbailey@pearson.com,14,No,0
ORD1246,2025-09-16,2025-09-23,CUST467,Natasha Hopkins,Hone Office,PROD1814,Mouse,Electronics,West,Maryland,Williamburgh,8,305,5,2318.0,1569.38,748.62,Net Banking,Delivered,Pacheco Ltd,edwardsdale@green.com,36,No,0
ORD1247,2024-09-29,2024-10-04,CUST593,Samuel Reid,Hone Office,PROD2080,Notebook,Office Supplies,West,Idaho,Diazshire,4,4837,0,19348.0,11683.5,7664.5,Credit Card,Cancelled,Mckinney-Mendoza,cwu@camacho-rose.biz,13,No,0
ORD1248,2024-09-10,2024-09-16,CUST534,Adam Nielsen,Corporate,PROD9918,Mouse,Electronics,North,Tennessee,New Michaelburgh,5,1813,20,7252.0,5000.76,2251.24,UPI,Pending,"Townsend, Kim and Morales",sheltonanthony@graham.biz,23,No,0
ORD1249,2024-05-26,2024-05-28,CUST138,Johnny Mann,Consumer,PROD3507,Pen,Office Supplies,South,Connecticut,Lake Nicholas,4,4241,15,14419.4,10047.27,4372.13,Net Banking,Pending,Robbins PLC,agonzales@henry.biz,37,No,0
ORD1250,2024-12-09,2024-12-10,CUST377,Amanda Wilson,Corporate,PROD5656,Cooking Oil,Grocery,North,Oklahoma,East Morganfurt,10,1082,20,8656.0,5278.0,3378.0,Credit Card,Cancelled,Montes-Jordan,moorejohn@ponce.com,50,No,0
ORD1251,2026-01-07,2026-01-14,CUST801,Vincent Hill,Consumer,PROD2053,Study Table,Furniture,East,Colorado,Kristibury,7,4984,5,33143.6,20749.1,12394.5,Net Banking,Returned,Wolfe Inc,qbaker@good.com,29,No,0
ORD1252,2024-08-13,2024-08-15,CUST749,Henry Giles,Corporate,PROD4348,Bookshelf,Furniture,West,Michigan,Ericton,9,2088,10,16912.8,10525.86,6386.94,Cash,Returned,Vaughan Inc,rmcbride@gardner.com,41,No,0
ORD1253,2024-09-26,2024-09-27,CUST907,Christian Allen,Hone Office,PROD1720,Study Table,Furniture,South,California,Hernandezview,3,819,20,1965.6,1583.21,382.39,Cash,Delivered,Larson-Mann,jasonmorgan@booker.com,43,No,0
ORD1254,2025-10-01,2025-10-04,CUST115,Brad Johnson,Hone Office,PROD2032,Cooking Oil,Grocery,South,California,North Jeff,9,4592,0,41328.0,24968.27,16359.73,UPI,Cancelled,"Martinez, Marshall and White",fieldsdana@rich-dixon.com,10,No,0
ORD1255,2024-02-20,2024-02-24,CUST339,Devin Wells,Hone Office,PROD1864,Headphones,Electronics,South,Wisconsin,West Karen,10,3573,5,33943.5,22999.39,10944.11,UPI,Delivered,Park PLC,roypamela@perry.com,9,Yes,44
ORD1256,2025-03-29,2025-04-05,CUST705,Samuel Savage,Corporate,PROD3187,Monniter,Electronics,South,Mississippi,Schultzborough,2,2997,20,4795.2,3569.31,1225.89,Cash,Pending,"Hudson, Maddox and Jackson",traci11@ford.org,19,No,0
ORD1257,2025-10-04,2025-10-11,CUST855,Deborah Dominguez,Consumer,PROD4912,Pen,Office Supplies,South,Virginia,Garciahaven,1,1249,20,999.2,849.0,150.2,Credit Card,Delivered,Mcclain-Moore,oliviarivera@huber-taylor.org,34,No,0
ORD1258,2024-04-13,2024-04-18,CUST289,John Robinson,Consumer,PROD9483,Monniter,Electronics,North,Missouri,East Susan,1,3884,5,3689.8,2235.95,1453.85,UPI,Delivered,"Lawson, Horton and Brown",brownkathy@green-gutierrez.com,41,No,0
ORD1259,2025-04-12,2025-04-14,CUST304,Erin Mcmahon,Hone Office,PROD6233,Study Table,Furniture,North,Washington,Christinetown,8,2317,15,15755.6,9624.47,6131.13,UPI,Pending,Mendoza-Stevens,leslie18@graham-johnson.info,41,No,0
ORD1260,2025-07-13,2025-07-16,CUST962,Bryan Gonzalez,Consumer,PROD2205,Cooking Oil,Grocery,West,Washington,North William,10,1248,20,9984.0,6472.03,3511.97,UPI,Cancelled,Reed Group,sjohnson@holt-green.com,46,No,0
ORD1261,2024-11-03,2024-11-08,CUST211,Jared Jordan,Corporate,PROD4173,Sugar,Grocery,West,Idaho,Floresland,4,2097,0,8388.0,5842.46,2545.54,Net Banking,Returned,Ball-Vazquez,markmiles@smith.com,19,No,0
ORD1262,2025-04-14,2025-04-20,CUST967,Amy Shannon,Hone Office,PROD3286,Juice Pack,Grocery,West,Oregon,West Chadborough,8,1929,0,15432.0,10293.99,5138.01,Net Banking,Returned,"Jones, Cole and Ruiz",jonathan74@lowe-butler.com,9,Yes,48
ORD1263,2024-03-18,2024-03-24,CUST409,Kelli Foster,Consumer,PROD2766,Sugar,Grocery,West,Iowa,West Jeffrey,9,315,5,2693.25,1810.85,882.4,UPI,Returned,"Wiggins, Williams and Drake",mmendoza@lyons.com,45,No,0
ORD1264,2024-06-01,2024-06-05,CUST603,Suzanne Price,Corporate,PROD4484,Keyboard,Electronics,North,Illinois,Sandraville,10,3796,20,30368.0,20698.85,9669.15,Net Banking,Cancelled,"Ruiz, Velasquez and Edwards",robert29@brennan.biz,44,No,0
ORD1265,2025-05-14,2025-05-20,CUST839,Brittney Ali,Consumer,PROD7487,Cooking Oil,Grocery,East,Arkansas,Kellyfurt,1,3136,20,2508.8,2079.91,428.89,Credit Card,Delivered,"Green, Simmons and Berry",steven83@sanchez.com,3,Yes,24
ORD1266,2025-08-16,2025-08-19,CUST901,John Barajas,Hone Office,PROD4817,Sugar,Grocery,East,North Carolina,West Amanda,1,4879,0,4879.0,3421.85,1457.15,UPI,Pending,Guerrero Group,robert00@clark-sharp.info,29,No,0
ORD1267,2024-10-08,2024-10-13,CUST624,Kayla Schmidt,Hone Office,PROD6196,Stapler,Office Supplies,East,Vermont,Marvinborough,1,2459,0,2459.0,1605.97,853.03,Cash,Cancelled,Ortiz-May,yjenkins@vargas-johnson.com,44,No,0
ORD1268,2024-07-06,2024-07-07,CUST316,Joseph Neal,Corporate,PROD7471,Juice Pack,Grocery,South,Nevada,Josephtown,5,361,20,1444.0,1205.5,238.5,Credit Card,Pending,Thompson PLC,danielsteele@hunt.com,2,Yes,21
ORD1269,2025-07-12,2025-07-17,CUST867,Jared Matthews,Hone Office,PROD3645,Study Table,Furniture,South,Rhode Island,South Eric,10,1496,20,11968.0,8514.99,3453.01,UPI,Pending,Cannon-Gould,ashley62@kelly-baker.info,37,No,0
ORD1270,2024-12-23,2024-12-25,CUST271,Mrs. Katrina Perez,Hone Office,PROD2138,Notebook,Office Supplies,West,Delaware,Christineton,2,1213,10,2183.4,1880.5,302.9,UPI,Pending,Velasquez PLC,william51@nixon.com,26,No,0
ORD1271,2024-04-29,2024-05-04,CUST786,Donna Jensen,Hone Office,PROD3366,Snacks,Grocery,East,Oklahoma,Ashleytown,10,2454,5,23313.0,17606.86,5706.14,Credit Card,Returned,Baker LLC,vmendez@glass.com,46,No,0
ORD1272,2025-01-15,2025-01-19,CUST313,Donald Clark,Corporate,PROD9782,Laptop,Electronics,North,Missouri,Lake Anne,2,1339,0,2678.0,1998.08,679.92,Credit Card,Cancelled,"Fisher, Curry and Burke",codypearson@hernandez-richardson.net,31,No,0
ORD1273,2025-03-02,2025-03-06,CUST854,Elizabeth Carlson,Hone Office,PROD1203,Keyboard,Electronics,South,Maryland,Port Robertside,6,3664,20,17587.2,10953.15,6634.05,UPI,Delivered,Yates-Michael,melissadixon@roman-wells.biz,43,No,0
ORD1274,2024-04-22,2024-04-28,CUST699,Barbara Lopez,Corporate,PROD8209,File Folder,Office Supplies,South,Vermont,Bobbyshire,10,4626,15,39321.0,24018.27,15302.73,Credit Card,Cancelled,Kirk Group,holtmary@johnson-castro.org,48,No,0
ORD1275,2025-07-14,2025-07-18,CUST380,Joseph Simon,Consumer,PROD8799,Bookshelf,Furniture,North,Alaska,Murrayview,10,1989,5,18895.5,13451.28,5444.22,Credit Card,Delivered,Smith Inc,austinjensen@roberts.com,11,No,0
ORD1276,2025-05-04,2025-05-09,CUST761,Joseph Gomez Jr.,Hone Office,PROD1174,Laptop,Electronics,East,Tennessee,Michaelberg,4,2292,10,8251.2,5370.85,2880.35,UPI,Returned,Thompson LLC,garciaamanda@hicks.com,1,Yes,45
ORD1277,2024-02-09,2024-02-15,CUST848,Ricky Smith,Corporate,PROD6203,Monniter,Electronics,South,South Carolina,Port Mary,6,3393,10,18322.2,16281.02,2041.18,Net Banking,Pending,"Jacobs, Moore and Rice",abigail27@harper-rogers.com,19,No,0
ORD1278,2025-12-16,2025-12-18,CUST733,Heather Garrett,Hone Office,PROD7351,Dining Table,Furniture,West,Oregon,North Austinfurt,6,1677,10,9055.8,7373.63,1682.17,Credit Card,Delivered,"Huff, Cooper and Murphy",pedro28@hart-pollard.com,43,No,0
ORD1279,2024-12-02,2024-12-09,CUST414,Christopher Gordon,Hone Office,PROD2264,Study Table,Furniture,South,Maryland,North Rachel,8,2187,0,17496.0,13806.27,3689.73,Credit Card,Pending,"Ortiz, Carter and Thomas",blanchardalexandria@nelson.com,26,No,0
ORD1280,2025-02-27,2025-03-05,CUST161,Lonnie Obrien,Hone Office,PROD9473,Laptop,Electronics,West,Oregon,North Ryan,1,4125,5,3918.75,2403.67,1515.08,Credit Card,Cancelled,Rose Ltd,beasleycharles@lee.com,6,Yes,40
ORD1281,2026-01-26,2026-02-01,CUST100,Meagan Bryant,Consumer,PROD3778,Dining Table,Furniture,North,Idaho,Breannaborough,2,943,0,1886.0,1483.96,402.04,Cash,Pending,Henry-Henry,robertphillips@gonzalez.biz,30,No,0
ORD1282,2024-02-16,2024-02-17,CUST560,Deborah Arellano,Hone Office,PROD5132,Dining Table,Furniture,South,Nebraska,New Michael,10,2237,20,17896.0,13650.59,4245.41,Cash,Delivered,Smith-Castro,cruzrebecca@jackson-johnson.com,24,No,0
ORD1283,2025-08-20,2025-08-22,CUST837,Aimee Estrada,Corporate,PROD2314,Sofa,Furniture,West,Pennsylvania,North Julie,5,4381,0,21905.0,15317.22,6587.78,Credit Card,Pending,Brown PLC,jaclynguerra@santos-baxter.com,40,No,0
ORD1284,2024-05-02,2024-05-06,CUST720,Joshua Phillips,Consumer,PROD8827,Stapler,Office Supplies,West,Virginia,Howardland,4,2972,10,10699.2,9600.93,1098.27,Credit Card,Pending,Harrison-Wilson,melanie80@anderson.info,15,No,0
ORD1285,2025-08-09,2025-08-10,CUST714,Shawn Castro,Hone Office,PROD2108,Keyboard,Electronics,West,Colorado,Port William,6,2441,15,12449.1,9269.44,3179.66,Cash,Pending,"Zimmerman, Jackson and Cooper",kristen19@lewis.com,35,No,0
ORD1286,2024-11-29,2024-12-04,CUST202,Chad Burgess,Consumer,PROD7512,Sugar,Grocery,East,Mississippi,Lake Richardville,2,1527,5,2901.3,2333.69,567.61,Cash,Returned,"Smith, Jones and Douglas",meghanolson@chavez-collins.biz,3,Yes,34
ORD1287,2024-12-02,2024-12-04,CUST659,Stephanie Hooper,Hone Office,PROD6548,Cooking Oil,Grocery,North,Ohio,Vincenthaven,6,4351,0,26106.0,21998.16,4107.84,Credit Card,Cancelled,"Davis, Brooks and Walker",gabriel82@hale.biz,20,No,0
ORD1288,2025-05-02,2025-05-03,CUST878,Scott Keller,Consumer,PROD4620,Juice Pack,Grocery,South,Washington,East Jonathan,3,4079,15,10401.45,8491.68,1909.77,Credit Card,Returned,Smith Group,georgeschneider@robinson.com,41,No,0
ORD1289,2024-03-22,2024-03-28,CUST919,Todd Rodriguez,Hone Office,PROD7298,Snacks,Grocery,West,Kansas,Stephenfort,5,2413,5,11461.75,6929.89,4531.86,Credit Card,Delivered,Carroll LLC,johnsonbrandi@clark.com,29,No,0
ORD1290,2024-05-09,2024-05-15,CUST506,Victor Woods,Hone Office,PROD3349,File Folder,Office Supplies,North,Washington,Rileytown,9,130,0,1170.0,878.58,291.42,Credit Card,Pending,Clark LLC,phillipstony@francis.com,42,No,0
ORD1291,2025-01-23,2025-01-30,CUST737,Joseph Butler,Hone Office,PROD4856,Stapler,Office Supplies,North,Indiana,Jacksonborough,9,128,10,1036.8,758.86,277.94,Net Banking,Cancelled,Bell and Sons,linda85@williams.com,16,No,0
ORD1292,2024-05-10,2024-05-16,CUST827,Jonathan Simmons,Corporate,PROD6345,Dining Table,Furniture,West,Nebraska,West Taylorhaven,9,4461,15,34126.65,22602.46,11524.19,Cash,Returned,"Ramsey, Johnston and Cole",william91@gonzalez.com,47,No,0
ORD1293,2025-09-22,2025-09-27,CUST251,Christine Moore,Corporate,PROD7403,Cooking Oil,Grocery,North,Alabama,Martinezbury,8,1553,15,10560.4,8818.66,1741.74,Credit Card,Delivered,Mays Inc,gracegomez@benson.com,37,No,0
ORD1294,2024-10-26,2024-11-01,CUST959,Marie Bush,Hone Office,PROD1332,Pen,Office Supplies,West,Alabama,Gabrielabury,8,4377,0,35016.0,22675.73,12340.27,Credit Card,Delivered,Flores-Stuart,pbrooks@hall-brown.com,29,No,0
ORD1295,2026-01-14,2026-01-17,CUST734,Mrs. Hannah Pope,Hone Office,PROD3058,Monniter,Electronics,North,Oklahoma,Port John,9,2887,20,20786.4,17089.79,3696.61,Cash,Cancelled,Gonzales and Sons,john70@fisher-carter.net,36,No,0
ORD1296,2025-08-11,2025-08-18,CUST828,David Rivera,Consumer,PROD7358,Notebook,Office Supplies,North,Tennessee,East Christina,2,4007,10,7212.6,5923.21,1289.39,Credit Card,Pending,"Smith, Gates and Young",brian76@howell.info,16,No,0
ORD1297,2025-08-20,2025-08-21,CUST293,Susan Ramos MD,Hone Office,PROD7139,Cooking Oil,Grocery,East,Iowa,Mcdonaldville,3,3826,0,11478.0,9279.79,2198.21,UPI,Delivered,Sparks-Johnson,michellemartin@norman.org,25,No,0
ORD1298,2025-04-17,2025-04-21,CUST845,Holly Jones,Hone Office,PROD9424,Sugar,Grocery,West,Kentucky,Port Apriltown,2,2169,20,3470.4,2432.88,1037.52,Credit Card,Pending,"Hess, Jenkins and Collins",kimberly71@miller.com,43,No,0
ORD1299,2025-07-19,2025-07-24,CUST941,Jonathan Hill,Consumer,PROD9203,Cooking Oil,Grocery,East,Minnesota,Debbieshire,4,633,15,2152.2,1847.42,304.78,Net Banking,Pending,Martinez Ltd,aguilarrichard@gonzalez.com,37,No,0
ORD1300,2024-11-12,2024-11-17,CUST905,Holly Thomas,Corporate,PROD7750,Monniter,Electronics,South,Connecticut,Orrtown,4,4159,15,14140.6,12409.4,1731.2,Cash,Pending,Mathis-Dodson,erin40@mccarty.org,37,No,0
ORD1301,2025-07-11,2025-07-14,CUST448,Courtney Carter,Hone Office,PROD9249,Stapler,Office Supplies,East,Mississippi,Ryanmouth,10,3808,10,34272.0,22286.22,11985.78,Credit Card,Cancelled,Rivers-Williams,mdean@perez.com,43,No,0
ORD1302,2026-01-09,2026-01-16,CUST618,Donald Gray,Hone Office,PROD9878,Stapler,Office Supplies,South,Alabama,Josephtown,2,1321,20,2113.6,1327.68,785.92,Cash,Cancelled,Robles-Montes,gthompson@logan-craig.com,24,No,0
ORD1303,2025-05-04,2025-05-09,CUST588,Lisa Ward,Hone Office,PROD6304,Stapler,Office Supplies,South,Iowa,Taraborough,4,3011,0,12044.0,9270.64,2773.36,Credit Card,Pending,Hernandez PLC,george92@weber.net,24,No,0
ORD1304,2024-02-20,2024-02-23,CUST884,Jeffrey Cummings,Consumer,PROD1647,Rice Bag,Grocery,West,Utah,Codyburgh,4,4305,10,15498.0,10810.63,4687.37,Credit Card,Returned,Martinez and Sons,sandersjonathan@sanchez.net,25,No,0
ORD1305,2024-06-24,2024-06-27,CUST803,Cory Foster,Consumer,PROD4778,Snacks,Grocery,South,Connecticut,Stantonfurt,7,4723,15,28101.85,22424.78,5677.07,UPI,Cancelled,"Hays, Harris and Andrews",qharrington@snyder.com,16,No,0
ORD1306,2024-02-05,2024-02-08,CUST472,Stephen Scott,Consumer,PROD2873,Bookshelf,Furniture,South,North Carolina,Cynthiaton,10,1532,10,13788.0,12302.0,1486.0,Credit Card,Pending,Sandoval-Roberts,john95@koch.com,33,No,0
ORD1307,2025-12-19,2025-12-25,CUST120,Michelle Martinez,Corporate,PROD5892,Office Chair,Furniture,North,Vermont,Port Darylview,2,3481,10,6265.8,4950.7,1315.1,Net Banking,Delivered,Shaw LLC,jacqueline56@thompson.com,39,No,0
ORD1308,2024-11-14,2024-11-18,CUST837,Julian Smith,Hone Office,PROD1644,Office Chair,Furniture,South,Kentucky,Greenview,3,2062,10,5567.4,4893.54,673.86,Net Banking,Delivered,"Simpson, Stafford and Boyd",thomasjeff@anderson-williams.com,34,No,0
ORD1309,2025-04-28,2025-05-04,CUST782,Daniel Thompson,Consumer,PROD3929,Sofa,Furniture,North,New York,West Gabrielle,9,4697,20,33818.4,23293.72,10524.68,Net Banking,Delivered,Hughes PLC,stevenclark@rivas-sanchez.com,11,No,0
ORD1310,2025-10-10,2025-10-15,CUST465,Jennifer Beck,Hone Office,PROD9651,Sofa,Furniture,West,Colorado,Jenningsmouth,5,4087,20,16348.0,10273.12,6074.88,Credit Card,Returned,Wallace Ltd,blackrussell@sanchez-watts.com,17,No,0
ORD1311,2024-03-18,2024-03-24,CUST701,Joy Harper,Consumer,PROD3961,Laptop,Electronics,East,New Hampshire,Lisaton,2,2340,10,4212.0,3340.63,871.37,Credit Card,Cancelled,"Evans, Juarez and Lewis",nancyhorton@hughes-peck.com,4,Yes,50
ORD1312,2025-10-21,2025-10-22,CUST534,Michelle Sutton,Hone Office,PROD6063,Bookshelf,Furniture,South,Mississippi,New Cassandraview,7,4032,0,28224.0,18081.98,10142.02,Credit Card,Cancelled,Hood-Griffin,michael51@williams.com,6,Yes,33
ORD1313,2024-02-24,2024-03-02,CUST338,Perry Riley,Consumer,PROD6998,File Folder,Office Supplies,South,Arizona,Olsonshire,9,2482,0,22338.0,18742.31,3595.69,Net Banking,Returned,"Parker, Rubio and Schmidt",omyers@moreno.com,46,No,0
ORD1314,2025-05-06,2025-05-13,CUST319,Jerry Holloway,Corporate,PROD7836,Calculator,Office Supplies,East,Tennessee,East Juanville,6,3697,20,17745.6,11161.93,6583.67,Net Banking,Delivered,Marshall-Miller,ashleytaylor@mayo.net,30,No,0
ORD1315,2025-11-16,2025-11-20,CUST767,Thomas Hawkins,Hone Office,PROD4827,Mouse,Electronics,West,Minnesota,Weaverfort,10,2679,20,21432.0,18331.13,3100.87,Credit Card,Cancelled,Rodriguez PLC,susan17@wright.com,10,No,0
ORD1316,2026-01-27,2026-01-29,CUST538,Isaiah Davila,Corporate,PROD1448,Bookshelf,Furniture,South,New Jersey,Rachelborough,3,2099,10,5667.3,3420.73,2246.57,Credit Card,Cancelled,Carter-Price,griffinjesus@walker.com,4,Yes,25
ORD1317,2025-03-29,2025-04-04,CUST835,Tammy Shah,Corporate,PROD9896,Cooking Oil,Grocery,East,Louisiana,Richardberg,1,662,10,595.8,368.73,227.07,UPI,Cancelled,"Martinez, Jones and Taylor",erik23@frederick-white.com,14,No,0
ORD1318,2025-07-12,2025-07-15,CUST134,Robert Boyd,Consumer,PROD6847,Notebook,Office Supplies,East,South Carolina,New Michelle,3,2530,15,6451.5,4212.99,2238.51,Net Banking,Pending,Bush-Hill,leslie08@craig.com,26,No,0
ORD1319,2024-09-16,2024-09-18,CUST552,Kelly Wright,Hone Office,PROD3693,Rice Bag,Grocery,South,Connecticut,Royborough,5,985,10,4432.5,3793.82,638.68,UPI,Pending,Roberson Inc,flynnjon@arnold-robinson.com,3,Yes,32
ORD1320,2024-07-23,2024-07-25,CUST210,Robert Weaver,Corporate,PROD4028,File Folder,Office Supplies,West,Texas,Lake Virginia,4,4622,15,15714.8,13818.79,1896.01,Net Banking,Delivered,Young LLC,hunterjennifer@thompson.info,44,No,0
ORD1321,2024-02-08,2024-02-14,CUST813,Stephanie Young,Consumer,PROD2777,Sugar,Grocery,South,Oklahoma,Ruizberg,6,2640,5,15048.0,10321.8,4726.2,Credit Card,Pending,"Baker, Collier and Banks",josephcarrillo@perez-perkins.com,30,No,0
ORD1322,2025-12-19,2025-12-24,CUST626,Jessica Villarreal,Corporate,PROD1227,Office Chair,Furniture,North,Louisiana,North James,8,1668,10,12009.6,8509.07,3500.53,Credit Card,Delivered,"Murray, Edwards and Cole",carrjoseph@logan.info,18,No,0
ORD1323,2025-11-05,2025-11-10,CUST181,Kathleen Walker,Hone Office,PROD5180,Mouse,Electronics,South,New Hampshire,West Williamfurt,4,4100,0,16400.0,10931.96,5468.04,Credit Card,Pending,Gibbs-Pitts,uprice@goodman-hunt.com,50,No,0
ORD1324,2024-07-12,2024-07-13,CUST524,Timothy Wall,Hone Office,PROD1984,Monniter,Electronics,North,Michigan,Thomasmouth,7,3838,15,22836.1,17012.22,5823.88,UPI,Cancelled,"Williamson, Moss and Davis",pvilla@bowman-campbell.com,23,No,0
ORD1325,2024-04-05,2024-04-09,CUST651,David Garcia,Consumer,PROD4433,Rice Bag,Grocery,South,Illinois,Woodstad,4,4728,5,17966.4,11986.76,5979.64,UPI,Pending,"Mcdaniel, Moss and Santana",cody35@baker.org,33,No,0
ORD1326,2025-05-26,2025-05-31,CUST195,Brandi Freeman,Corporate,PROD3119,Calculator,Office Supplies,East,Massachusetts,Mackview,5,507,0,2535.0,2218.64,316.36,UPI,Pending,Sanders-Smith,qsimon@bowman.com,5,Yes,21
